"unit","sector","na_item","geo","year","value"
"PC_GDP","S13","D2REC","AT",2008,14
"PC_GDP","S13","D2REC","AT",2009,14.4
"PC_GDP","S13","D2REC","AT",2010,14.4
"PC_GDP","S13","D2REC","AT",2011,14.5
"PC_GDP","S13","D2REC","AT",2012,14.8
"PC_GDP","S13","D2REC","AT",2013,14.8
"PC_GDP","S13","D2REC","AT",2014,14.7
"PC_GDP","S13","D2REC","AT",2015,14.6
"PC_GDP","S13","D2REC","AT",2016,14.6
"PC_GDP","S13","D2REC","AT",2017,14.4
"PC_GDP","S13","D2REC","AT",2018,14.1
"PC_GDP","S13","D2REC","AT",2019,14.1
"PC_GDP","S13","D2REC","AT",2020,13.8
"PC_GDP","S13","D2REC","AT",2021,14.1
"PC_GDP","S13","D2REC","AT",2022,13.7
"PC_GDP","S13","D2REC","AT",2023,13.7
"PC_GDP","S13","D2REC","AT",2024,13.7
"PC_GDP","S13","D2REC","AT",2025,14
"PC_GDP","S13","D2REC","BG",2008,16.7
"PC_GDP","S13","D2REC","BG",2009,14.1
"PC_GDP","S13","D2REC","BG",2010,13.8
"PC_GDP","S13","D2REC","BG",2011,13.8
"PC_GDP","S13","D2REC","BG",2012,14.3
"PC_GDP","S13","D2REC","BG",2013,15.3
"PC_GDP","S13","D2REC","BG",2014,14.9
"PC_GDP","S13","D2REC","BG",2015,15.3
"PC_GDP","S13","D2REC","BG",2016,15.4
"PC_GDP","S13","D2REC","BG",2017,15.3
"PC_GDP","S13","D2REC","BG",2018,14.8
"PC_GDP","S13","D2REC","BG",2019,15.4
"PC_GDP","S13","D2REC","BG",2020,15
"PC_GDP","S13","D2REC","BG",2021,14.8
"PC_GDP","S13","D2REC","BG",2022,16.1
"PC_GDP","S13","D2REC","BG",2023,14.6
"PC_GDP","S13","D2REC","BG",2024,14.6
"PC_GDP","S13","D2REC","BG",2025,14.4
"PC_GDP","S13","D2REC","CZ",2008,10.3
"PC_GDP","S13","D2REC","CZ",2009,10.8
"PC_GDP","S13","D2REC","CZ",2010,10.9
"PC_GDP","S13","D2REC","CZ",2011,11.7
"PC_GDP","S13","D2REC","CZ",2012,12.2
"PC_GDP","S13","D2REC","CZ",2013,12.5
"PC_GDP","S13","D2REC","CZ",2014,11.7
"PC_GDP","S13","D2REC","CZ",2015,12.1
"PC_GDP","S13","D2REC","CZ",2016,12.1
"PC_GDP","S13","D2REC","CZ",2017,12.1
"PC_GDP","S13","D2REC","CZ",2018,11.8
"PC_GDP","S13","D2REC","CZ",2019,11.7
"PC_GDP","S13","D2REC","CZ",2020,11.2
"PC_GDP","S13","D2REC","CZ",2021,11.2
"PC_GDP","S13","D2REC","CZ",2022,11.1
"PC_GDP","S13","D2REC","CZ",2023,10.8
"PC_GDP","S13","D2REC","CZ",2024,10.9
"PC_GDP","S13","D2REC","CZ",2025,10.8
"PC_GDP","S13","D2REC","DE",2008,10.9
"PC_GDP","S13","D2REC","DE",2009,11.5
"PC_GDP","S13","D2REC","DE",2010,11
"PC_GDP","S13","D2REC","DE",2011,11.3
"PC_GDP","S13","D2REC","DE",2012,11.3
"PC_GDP","S13","D2REC","DE",2013,11.4
"PC_GDP","S13","D2REC","DE",2014,11.3
"PC_GDP","S13","D2REC","DE",2015,11.3
"PC_GDP","S13","D2REC","DE",2016,11.2
"PC_GDP","S13","D2REC","DE",2017,11.2
"PC_GDP","S13","D2REC","DE",2018,11.1
"PC_GDP","S13","D2REC","DE",2019,11.1
"PC_GDP","S13","D2REC","DE",2020,10.8
"PC_GDP","S13","D2REC","DE",2021,11.2
"PC_GDP","S13","D2REC","DE",2022,10.9
"PC_GDP","S13","D2REC","DE",2023,10.2
"PC_GDP","S13","D2REC","DE",2024,10.3
"PC_GDP","S13","D2REC","DE",2025,10.3
"PC_GDP","S13","D2REC","DK",2008,16.4
"PC_GDP","S13","D2REC","DK",2009,16.3
"PC_GDP","S13","D2REC","DK",2010,16.2
"PC_GDP","S13","D2REC","DK",2011,16.3
"PC_GDP","S13","D2REC","DK",2012,16.4
"PC_GDP","S13","D2REC","DK",2013,16.4
"PC_GDP","S13","D2REC","DK",2014,16.3
"PC_GDP","S13","D2REC","DK",2015,16.3
"PC_GDP","S13","D2REC","DK",2016,16.2
"PC_GDP","S13","D2REC","DK",2017,15.9
"PC_GDP","S13","D2REC","DK",2018,16.1
"PC_GDP","S13","D2REC","DK",2019,15.8
"PC_GDP","S13","D2REC","DK",2020,16
"PC_GDP","S13","D2REC","DK",2021,15.5
"PC_GDP","S13","D2REC","DK",2022,14.3
"PC_GDP","S13","D2REC","DK",2023,14.1
"PC_GDP","S13","D2REC","DK",2024,13.8
"PC_GDP","S13","D2REC","DK",2025,13.7
"PC_GDP","S13","D2REC","ES",2008,9.4
"PC_GDP","S13","D2REC","ES",2009,8
"PC_GDP","S13","D2REC","ES",2010,9.8
"PC_GDP","S13","D2REC","ES",2011,9.6
"PC_GDP","S13","D2REC","ES",2012,10.2
"PC_GDP","S13","D2REC","ES",2013,11
"PC_GDP","S13","D2REC","ES",2014,11.4
"PC_GDP","S13","D2REC","ES",2015,11.6
"PC_GDP","S13","D2REC","ES",2016,11.5
"PC_GDP","S13","D2REC","ES",2017,11.5
"PC_GDP","S13","D2REC","ES",2018,11.6
"PC_GDP","S13","D2REC","ES",2019,11.4
"PC_GDP","S13","D2REC","ES",2020,11.2
"PC_GDP","S13","D2REC","ES",2021,11.9
"PC_GDP","S13","D2REC","ES",2022,11.7
"PC_GDP","S13","D2REC","ES",2023,11.1
"PC_GDP","S13","D2REC","ES",2024,11.1
"PC_GDP","S13","D2REC","ES",2025,11.3
"PC_GDP","S13","D2REC","EU27_2020",2008,12.9
"PC_GDP","S13","D2REC","EU27_2020",2009,12.8
"PC_GDP","S13","D2REC","EU27_2020",2010,13
"PC_GDP","S13","D2REC","EU27_2020",2011,13.2
"PC_GDP","S13","D2REC","EU27_2020",2012,13.5
"PC_GDP","S13","D2REC","EU27_2020",2013,13.6
"PC_GDP","S13","D2REC","EU27_2020",2014,13.8
"PC_GDP","S13","D2REC","EU27_2020",2015,13.7
"PC_GDP","S13","D2REC","EU27_2020",2016,13.6
"PC_GDP","S13","D2REC","EU27_2020",2017,13.6
"PC_GDP","S13","D2REC","EU27_2020",2018,13.6
"PC_GDP","S13","D2REC","EU27_2020",2019,13.6
"PC_GDP","S13","D2REC","EU27_2020",2020,13.3
"PC_GDP","S13","D2REC","EU27_2020",2021,13.6
"PC_GDP","S13","D2REC","EU27_2020",2022,13.3
"PC_GDP","S13","D2REC","EU27_2020",2023,12.8
"PC_GDP","S13","D2REC","EU27_2020",2024,12.8
"PC_GDP","S13","D2REC","EU27_2020",2025,12.8
"PC_GDP","S13","D2REC","FR",2008,14.8
"PC_GDP","S13","D2REC","FR",2009,15
"PC_GDP","S13","D2REC","FR",2010,14.8
"PC_GDP","S13","D2REC","FR",2011,15.1
"PC_GDP","S13","D2REC","FR",2012,15.4
"PC_GDP","S13","D2REC","FR",2013,15.6
"PC_GDP","S13","D2REC","FR",2014,15.7
"PC_GDP","S13","D2REC","FR",2015,15.9
"PC_GDP","S13","D2REC","FR",2016,16.1
"PC_GDP","S13","D2REC","FR",2017,16.3
"PC_GDP","S13","D2REC","FR",2018,16.5
"PC_GDP","S13","D2REC","FR",2019,16.8
"PC_GDP","S13","D2REC","FR",2020,16.8
"PC_GDP","S13","D2REC","FR",2021,16.6
"PC_GDP","S13","D2REC","FR",2022,16.7
"PC_GDP","S13","D2REC","FR",2023,15.8
"PC_GDP","S13","D2REC","FR",2024,15.5
"PC_GDP","S13","D2REC","FR",2025,15.7
"PC_GDP","S13","D2REC","HR",2008,18.3
"PC_GDP","S13","D2REC","HR",2009,17.4
"PC_GDP","S13","D2REC","HR",2010,17.8
"PC_GDP","S13","D2REC","HR",2011,17.5
"PC_GDP","S13","D2REC","HR",2012,18.4
"PC_GDP","S13","D2REC","HR",2013,18.8
"PC_GDP","S13","D2REC","HR",2014,18.7
"PC_GDP","S13","D2REC","HR",2015,19.4
"PC_GDP","S13","D2REC","HR",2016,19.6
"PC_GDP","S13","D2REC","HR",2017,19.8
"PC_GDP","S13","D2REC","HR",2018,20.2
"PC_GDP","S13","D2REC","HR",2019,20.4
"PC_GDP","S13","D2REC","HR",2020,19.2
"PC_GDP","S13","D2REC","HR",2021,19.6
"PC_GDP","S13","D2REC","HR",2022,19.2
"PC_GDP","S13","D2REC","HR",2023,19
"PC_GDP","S13","D2REC","HR",2024,19.2
"PC_GDP","S13","D2REC","HR",2025,19.2
"PC_GDP","S13","D2REC","HU",2008,15.5
"PC_GDP","S13","D2REC","HU",2009,16.3
"PC_GDP","S13","D2REC","HU",2010,17.2
"PC_GDP","S13","D2REC","HU",2011,17.2
"PC_GDP","S13","D2REC","HU",2012,18.6
"PC_GDP","S13","D2REC","HU",2013,18.6
"PC_GDP","S13","D2REC","HU",2014,18.4
"PC_GDP","S13","D2REC","HU",2015,18.6
"PC_GDP","S13","D2REC","HU",2016,18
"PC_GDP","S13","D2REC","HU",2017,17.8
"PC_GDP","S13","D2REC","HU",2018,18
"PC_GDP","S13","D2REC","HU",2019,17.8
"PC_GDP","S13","D2REC","HU",2020,17.9
"PC_GDP","S13","D2REC","HU",2021,17.4
"PC_GDP","S13","D2REC","HU",2022,18.2
"PC_GDP","S13","D2REC","HU",2023,17.5
"PC_GDP","S13","D2REC","HU",2024,17.1
"PC_GDP","S13","D2REC","HU",2025,17.2
"PC_GDP","S13","D2REC","IT",2008,13.5
"PC_GDP","S13","D2REC","IT",2009,13.5
"PC_GDP","S13","D2REC","IT",2010,13.9
"PC_GDP","S13","D2REC","IT",2011,14.1
"PC_GDP","S13","D2REC","IT",2012,15.2
"PC_GDP","S13","D2REC","IT",2013,14.9
"PC_GDP","S13","D2REC","IT",2014,15.4
"PC_GDP","S13","D2REC","IT",2015,15
"PC_GDP","S13","D2REC","IT",2016,14.4
"PC_GDP","S13","D2REC","IT",2017,14.4
"PC_GDP","S13","D2REC","IT",2018,14.4
"PC_GDP","S13","D2REC","IT",2019,14.5
"PC_GDP","S13","D2REC","IT",2020,13.8
"PC_GDP","S13","D2REC","IT",2021,14.2
"PC_GDP","S13","D2REC","IT",2022,14
"PC_GDP","S13","D2REC","IT",2023,13.6
"PC_GDP","S13","D2REC","IT",2024,14.1
"PC_GDP","S13","D2REC","IT",2025,14.1
"PC_GDP","S13","D2REC","NL",2008,11.6
"PC_GDP","S13","D2REC","NL",2009,11.4
"PC_GDP","S13","D2REC","NL",2010,11.3
"PC_GDP","S13","D2REC","NL",2011,11.1
"PC_GDP","S13","D2REC","NL",2012,10.8
"PC_GDP","S13","D2REC","NL",2013,11.2
"PC_GDP","S13","D2REC","NL",2014,11.5
"PC_GDP","S13","D2REC","NL",2015,11.3
"PC_GDP","S13","D2REC","NL",2016,11.7
"PC_GDP","S13","D2REC","NL",2017,11.7
"PC_GDP","S13","D2REC","NL",2018,11.8
"PC_GDP","S13","D2REC","NL",2019,12
"PC_GDP","S13","D2REC","NL",2020,12.5
"PC_GDP","S13","D2REC","NL",2021,12.4
"PC_GDP","S13","D2REC","NL",2022,11.5
"PC_GDP","S13","D2REC","NL",2023,11.3
"PC_GDP","S13","D2REC","NL",2024,11.3
"PC_GDP","S13","D2REC","NL",2025,11.1
"PC_GDP","S13","D2REC","PL",2008,14.5
"PC_GDP","S13","D2REC","PL",2009,13
"PC_GDP","S13","D2REC","PL",2010,13.8
"PC_GDP","S13","D2REC","PL",2011,13.8
"PC_GDP","S13","D2REC","PL",2012,13
"PC_GDP","S13","D2REC","PL",2013,12.9
"PC_GDP","S13","D2REC","PL",2014,13
"PC_GDP","S13","D2REC","PL",2015,12.9
"PC_GDP","S13","D2REC","PL",2016,13.4
"PC_GDP","S13","D2REC","PL",2017,13.7
"PC_GDP","S13","D2REC","PL",2018,13.9
"PC_GDP","S13","D2REC","PL",2019,13.7
"PC_GDP","S13","D2REC","PL",2020,13.8
"PC_GDP","S13","D2REC","PL",2021,15
"PC_GDP","S13","D2REC","PL",2022,13.6
"PC_GDP","S13","D2REC","PL",2023,14.1
"PC_GDP","S13","D2REC","PL",2024,14.4
"PC_GDP","S13","D2REC","PL",2025,14.2
"PC_GDP","S13","D2REC","RO",2008,11.2
"PC_GDP","S13","D2REC","RO",2009,10.2
"PC_GDP","S13","D2REC","RO",2010,11.6
"PC_GDP","S13","D2REC","RO",2011,12.4
"PC_GDP","S13","D2REC","RO",2012,12.6
"PC_GDP","S13","D2REC","RO",2013,12.8
"PC_GDP","S13","D2REC","RO",2014,12.7
"PC_GDP","S13","D2REC","RO",2015,13.3
"PC_GDP","S13","D2REC","RO",2016,11.5
"PC_GDP","S13","D2REC","RO",2017,10.4
"PC_GDP","S13","D2REC","RO",2018,10.4
"PC_GDP","S13","D2REC","RO",2019,10.5
"PC_GDP","S13","D2REC","RO",2020,10.3
"PC_GDP","S13","D2REC","RO",2021,10.7
"PC_GDP","S13","D2REC","RO",2022,11
"PC_GDP","S13","D2REC","RO",2023,11
"PC_GDP","S13","D2REC","RO",2024,11
"PC_GDP","S13","D2REC","RO",2025,11.2
"PC_GDP","S13","D2REC","SE",2008,22.4
"PC_GDP","S13","D2REC","SE",2009,22.5
"PC_GDP","S13","D2REC","SE",2010,22.1
"PC_GDP","S13","D2REC","SE",2011,21.7
"PC_GDP","S13","D2REC","SE",2012,22
"PC_GDP","S13","D2REC","SE",2013,21.9
"PC_GDP","S13","D2REC","SE",2014,21.7
"PC_GDP","S13","D2REC","SE",2015,21.6
"PC_GDP","S13","D2REC","SE",2016,22.5
"PC_GDP","S13","D2REC","SE",2017,22.5
"PC_GDP","S13","D2REC","SE",2018,22.5
"PC_GDP","S13","D2REC","SE",2019,22
"PC_GDP","S13","D2REC","SE",2020,21.5
"PC_GDP","S13","D2REC","SE",2021,21.6
"PC_GDP","S13","D2REC","SE",2022,21.9
"PC_GDP","S13","D2REC","SE",2023,21.5
"PC_GDP","S13","D2REC","SE",2024,20.9
"PC_GDP","S13","D2REC","SE",2025,20.9
"PC_GDP","S13","D2REC","SI",2008,14
"PC_GDP","S13","D2REC","SI",2009,13.8
"PC_GDP","S13","D2REC","SI",2010,14.4
"PC_GDP","S13","D2REC","SI",2011,14.3
"PC_GDP","S13","D2REC","SI",2012,14.7
"PC_GDP","S13","D2REC","SI",2013,15.4
"PC_GDP","S13","D2REC","SI",2014,15.3
"PC_GDP","S13","D2REC","SI",2015,15.4
"PC_GDP","S13","D2REC","SI",2016,15.2
"PC_GDP","S13","D2REC","SI",2017,14.9
"PC_GDP","S13","D2REC","SI",2018,14.6
"PC_GDP","S13","D2REC","SI",2019,14.4
"PC_GDP","S13","D2REC","SI",2020,13.1
"PC_GDP","S13","D2REC","SI",2021,13.6
"PC_GDP","S13","D2REC","SI",2022,13.5
"PC_GDP","S13","D2REC","SI",2023,12.9
"PC_GDP","S13","D2REC","SI",2024,12.9
"PC_GDP","S13","D2REC","SI",2025,12.7
"PC_GDP","S13","D2REC","SK",2008,10.5
"PC_GDP","S13","D2REC","SK",2009,10.5
"PC_GDP","S13","D2REC","SK",2010,10.2
"PC_GDP","S13","D2REC","SK",2011,11.1
"PC_GDP","S13","D2REC","SK",2012,10.6
"PC_GDP","S13","D2REC","SK",2013,11.2
"PC_GDP","S13","D2REC","SK",2014,11.4
"PC_GDP","S13","D2REC","SK",2015,11.5
"PC_GDP","S13","D2REC","SK",2016,11.4
"PC_GDP","S13","D2REC","SK",2017,11.8
"PC_GDP","S13","D2REC","SK",2018,11.7
"PC_GDP","S13","D2REC","SK",2019,12
"PC_GDP","S13","D2REC","SK",2020,11.9
"PC_GDP","S13","D2REC","SK",2021,11.8
"PC_GDP","S13","D2REC","SK",2022,12
"PC_GDP","S13","D2REC","SK",2023,12
"PC_GDP","S13","D2REC","SK",2024,11.6
"PC_GDP","S13","D2REC","SK",2025,12
"PC_GDP","S13","D5REC","AT",2008,13.8
"PC_GDP","S13","D5REC","AT",2009,12.5
"PC_GDP","S13","D5REC","AT",2010,12.6
"PC_GDP","S13","D5REC","AT",2011,12.7
"PC_GDP","S13","D5REC","AT",2012,13
"PC_GDP","S13","D5REC","AT",2013,13.4
"PC_GDP","S13","D5REC","AT",2014,13.7
"PC_GDP","S13","D5REC","AT",2015,14.2
"PC_GDP","S13","D5REC","AT",2016,12.8
"PC_GDP","S13","D5REC","AT",2017,13
"PC_GDP","S13","D5REC","AT",2018,13.5
"PC_GDP","S13","D5REC","AT",2019,13.6
"PC_GDP","S13","D5REC","AT",2020,12.8
"PC_GDP","S13","D5REC","AT",2021,13.8
"PC_GDP","S13","D5REC","AT",2022,14.3
"PC_GDP","S13","D5REC","AT",2023,13.8
"PC_GDP","S13","D5REC","AT",2024,14
"PC_GDP","S13","D5REC","AT",2025,13.9
"PC_GDP","S13","D5REC","BG",2008,5.7
"PC_GDP","S13","D5REC","BG",2009,4.9
"PC_GDP","S13","D5REC","BG",2010,4.6
"PC_GDP","S13","D5REC","BG",2011,4.6
"PC_GDP","S13","D5REC","BG",2012,4.6
"PC_GDP","S13","D5REC","BG",2013,5
"PC_GDP","S13","D5REC","BG",2014,5.2
"PC_GDP","S13","D5REC","BG",2015,5.4
"PC_GDP","S13","D5REC","BG",2016,5.6
"PC_GDP","S13","D5REC","BG",2017,5.9
"PC_GDP","S13","D5REC","BG",2018,5.8
"PC_GDP","S13","D5REC","BG",2019,5.8
"PC_GDP","S13","D5REC","BG",2020,5.8
"PC_GDP","S13","D5REC","BG",2021,6.4
"PC_GDP","S13","D5REC","BG",2022,6.2
"PC_GDP","S13","D5REC","BG",2023,6.4
"PC_GDP","S13","D5REC","BG",2024,6.5
"PC_GDP","S13","D5REC","BG",2025,6.5
"PC_GDP","S13","D5REC","CZ",2008,8.2
"PC_GDP","S13","D5REC","CZ",2009,7.5
"PC_GDP","S13","D5REC","CZ",2010,7.1
"PC_GDP","S13","D5REC","CZ",2011,7.3
"PC_GDP","S13","D5REC","CZ",2012,7.4
"PC_GDP","S13","D5REC","CZ",2013,7.5
"PC_GDP","S13","D5REC","CZ",2014,7.7
"PC_GDP","S13","D5REC","CZ",2015,7.6
"PC_GDP","S13","D5REC","CZ",2016,8
"PC_GDP","S13","D5REC","CZ",2017,8
"PC_GDP","S13","D5REC","CZ",2018,8.4
"PC_GDP","S13","D5REC","CZ",2019,8.3
"PC_GDP","S13","D5REC","CZ",2020,8.3
"PC_GDP","S13","D5REC","CZ",2021,7.4
"PC_GDP","S13","D5REC","CZ",2022,7.6
"PC_GDP","S13","D5REC","CZ",2023,8
"PC_GDP","S13","D5REC","CZ",2024,8.5
"PC_GDP","S13","D5REC","CZ",2025,8.6
"PC_GDP","S13","D5REC","DE",2008,12.1
"PC_GDP","S13","D5REC","DE",2009,11.3
"PC_GDP","S13","D5REC","DE",2010,10.7
"PC_GDP","S13","D5REC","DE",2011,11.1
"PC_GDP","S13","D5REC","DE",2012,11.7
"PC_GDP","S13","D5REC","DE",2013,11.9
"PC_GDP","S13","D5REC","DE",2014,11.8
"PC_GDP","S13","D5REC","DE",2015,12
"PC_GDP","S13","D5REC","DE",2016,12.4
"PC_GDP","S13","D5REC","DE",2017,12.6
"PC_GDP","S13","D5REC","DE",2018,12.9
"PC_GDP","S13","D5REC","DE",2019,12.9
"PC_GDP","S13","D5REC","DE",2020,12.4
"PC_GDP","S13","D5REC","DE",2021,13.2
"PC_GDP","S13","D5REC","DE",2022,13.3
"PC_GDP","S13","D5REC","DE",2023,12.6
"PC_GDP","S13","D5REC","DE",2024,12.8
"PC_GDP","S13","D5REC","DE",2025,12.8
"PC_GDP","S13","D5REC","DK",2008,28
"PC_GDP","S13","D5REC","DK",2009,28.2
"PC_GDP","S13","D5REC","DK",2010,28.7
"PC_GDP","S13","D5REC","DK",2011,28.5
"PC_GDP","S13","D5REC","DK",2012,29.3
"PC_GDP","S13","D5REC","DK",2013,30.3
"PC_GDP","S13","D5REC","DK",2014,33.3
"PC_GDP","S13","D5REC","DK",2015,30.9
"PC_GDP","S13","D5REC","DK",2016,29.9
"PC_GDP","S13","D5REC","DK",2017,29.9
"PC_GDP","S13","D5REC","DK",2018,28.6
"PC_GDP","S13","D5REC","DK",2019,31.3
"PC_GDP","S13","D5REC","DK",2020,31.3
"PC_GDP","S13","D5REC","DK",2021,32
"PC_GDP","S13","D5REC","DK",2022,27.7
"PC_GDP","S13","D5REC","DK",2023,29.8
"PC_GDP","S13","D5REC","DK",2024,31.3
"PC_GDP","S13","D5REC","DK",2025,30.8
"PC_GDP","S13","D5REC","ES",2008,10.2
"PC_GDP","S13","D5REC","ES",2009,9.1
"PC_GDP","S13","D5REC","ES",2010,9
"PC_GDP","S13","D5REC","ES",2011,9.2
"PC_GDP","S13","D5REC","ES",2012,9.9
"PC_GDP","S13","D5REC","ES",2013,10
"PC_GDP","S13","D5REC","ES",2014,10
"PC_GDP","S13","D5REC","ES",2015,9.9
"PC_GDP","S13","D5REC","ES",2016,9.8
"PC_GDP","S13","D5REC","ES",2017,10
"PC_GDP","S13","D5REC","ES",2018,10.5
"PC_GDP","S13","D5REC","ES",2019,10.3
"PC_GDP","S13","D5REC","ES",2020,11.1
"PC_GDP","S13","D5REC","ES",2021,11.6
"PC_GDP","S13","D5REC","ES",2022,12
"PC_GDP","S13","D5REC","ES",2023,12.2
"PC_GDP","S13","D5REC","ES",2024,12.5
"PC_GDP","S13","D5REC","ES",2025,13.1
"PC_GDP","S13","D5REC","EU27_2020",2008,12.5
"PC_GDP","S13","D5REC","EU27_2020",2009,11.7
"PC_GDP","S13","D5REC","EU27_2020",2010,11.6
"PC_GDP","S13","D5REC","EU27_2020",2011,11.8
"PC_GDP","S13","D5REC","EU27_2020",2012,12.4
"PC_GDP","S13","D5REC","EU27_2020",2013,12.6
"PC_GDP","S13","D5REC","EU27_2020",2014,12.6
"PC_GDP","S13","D5REC","EU27_2020",2015,12.6
"PC_GDP","S13","D5REC","EU27_2020",2016,12.7
"PC_GDP","S13","D5REC","EU27_2020",2017,12.8
"PC_GDP","S13","D5REC","EU27_2020",2018,12.9
"PC_GDP","S13","D5REC","EU27_2020",2019,12.9
"PC_GDP","S13","D5REC","EU27_2020",2020,12.9
"PC_GDP","S13","D5REC","EU27_2020",2021,13.1
"PC_GDP","S13","D5REC","EU27_2020",2022,13.2
"PC_GDP","S13","D5REC","EU27_2020",2023,13
"PC_GDP","S13","D5REC","EU27_2020",2024,13.2
"PC_GDP","S13","D5REC","EU27_2020",2025,13.3
"PC_GDP","S13","D5REC","FR",2008,11.8
"PC_GDP","S13","D5REC","FR",2009,10.6
"PC_GDP","S13","D5REC","FR",2010,11.1
"PC_GDP","S13","D5REC","FR",2011,11.6
"PC_GDP","S13","D5REC","FR",2012,12.4
"PC_GDP","S13","D5REC","FR",2013,12.8
"PC_GDP","S13","D5REC","FR",2014,12.7
"PC_GDP","S13","D5REC","FR",2015,12.7
"PC_GDP","S13","D5REC","FR",2016,12.5
"PC_GDP","S13","D5REC","FR",2017,12.8
"PC_GDP","S13","D5REC","FR",2018,13.2
"PC_GDP","S13","D5REC","FR",2019,13.1
"PC_GDP","S13","D5REC","FR",2020,13.2
"PC_GDP","S13","D5REC","FR",2021,12.9
"PC_GDP","S13","D5REC","FR",2022,13.5
"PC_GDP","S13","D5REC","FR",2023,12.6
"PC_GDP","S13","D5REC","FR",2024,12.5
"PC_GDP","S13","D5REC","FR",2025,13
"PC_GDP","S13","D5REC","HR",2008,7.6
"PC_GDP","S13","D5REC","HR",2009,7.6
"PC_GDP","S13","D5REC","HR",2010,6.8
"PC_GDP","S13","D5REC","HR",2011,6.7
"PC_GDP","S13","D5REC","HR",2012,6.6
"PC_GDP","S13","D5REC","HR",2013,6.9
"PC_GDP","S13","D5REC","HR",2014,6.7
"PC_GDP","S13","D5REC","HR",2015,6.6
"PC_GDP","S13","D5REC","HR",2016,7
"PC_GDP","S13","D5REC","HR",2017,6.7
"PC_GDP","S13","D5REC","HR",2018,6.8
"PC_GDP","S13","D5REC","HR",2019,6.9
"PC_GDP","S13","D5REC","HR",2020,6.9
"PC_GDP","S13","D5REC","HR",2021,6.1
"PC_GDP","S13","D5REC","HR",2022,7.3
"PC_GDP","S13","D5REC","HR",2023,7.2
"PC_GDP","S13","D5REC","HR",2024,7.9
"PC_GDP","S13","D5REC","HR",2025,7.9
"PC_GDP","S13","D5REC","HU",2008,10.3
"PC_GDP","S13","D5REC","HU",2009,9.6
"PC_GDP","S13","D5REC","HU",2010,7.8
"PC_GDP","S13","D5REC","HU",2011,6.2
"PC_GDP","S13","D5REC","HU",2012,6.7
"PC_GDP","S13","D5REC","HU",2013,6.5
"PC_GDP","S13","D5REC","HU",2014,6.7
"PC_GDP","S13","D5REC","HU",2015,6.8
"PC_GDP","S13","D5REC","HU",2016,7.2
"PC_GDP","S13","D5REC","HU",2017,7.1
"PC_GDP","S13","D5REC","HU",2018,6.6
"PC_GDP","S13","D5REC","HU",2019,6.5
"PC_GDP","S13","D5REC","HU",2020,6.6
"PC_GDP","S13","D5REC","HU",2021,5.6
"PC_GDP","S13","D5REC","HU",2022,6.9
"PC_GDP","S13","D5REC","HU",2023,7.4
"PC_GDP","S13","D5REC","HU",2024,7.6
"PC_GDP","S13","D5REC","HU",2025,7.5
"PC_GDP","S13","D5REC","IT",2008,14.6
"PC_GDP","S13","D5REC","IT",2009,14
"PC_GDP","S13","D5REC","IT",2010,14
"PC_GDP","S13","D5REC","IT",2011,13.7
"PC_GDP","S13","D5REC","IT",2012,14.7
"PC_GDP","S13","D5REC","IT",2013,14.9
"PC_GDP","S13","D5REC","IT",2014,14.5
"PC_GDP","S13","D5REC","IT",2015,14.6
"PC_GDP","S13","D5REC","IT",2016,14.5
"PC_GDP","S13","D5REC","IT",2017,14.3
"PC_GDP","S13","D5REC","IT",2018,14
"PC_GDP","S13","D5REC","IT",2019,14.3
"PC_GDP","S13","D5REC","IT",2020,15
"PC_GDP","S13","D5REC","IT",2021,14.6
"PC_GDP","S13","D5REC","IT",2022,14.5
"PC_GDP","S13","D5REC","IT",2023,15
"PC_GDP","S13","D5REC","IT",2024,15.6
"PC_GDP","S13","D5REC","IT",2025,15.3
"PC_GDP","S13","D5REC","NL",2008,10.9
"PC_GDP","S13","D5REC","NL",2009,10.5
"PC_GDP","S13","D5REC","NL",2010,10.4
"PC_GDP","S13","D5REC","NL",2011,10.7
"PC_GDP","S13","D5REC","NL",2012,10.6
"PC_GDP","S13","D5REC","NL",2013,10.5
"PC_GDP","S13","D5REC","NL",2014,11.2
"PC_GDP","S13","D5REC","NL",2015,11.6
"PC_GDP","S13","D5REC","NL",2016,11.7
"PC_GDP","S13","D5REC","NL",2017,12.5
"PC_GDP","S13","D5REC","NL",2018,12.2
"PC_GDP","S13","D5REC","NL",2019,12.8
"PC_GDP","S13","D5REC","NL",2020,12.4
"PC_GDP","S13","D5REC","NL",2021,12.9
"PC_GDP","S13","D5REC","NL",2022,13.4
"PC_GDP","S13","D5REC","NL",2023,14.9
"PC_GDP","S13","D5REC","NL",2024,15
"PC_GDP","S13","D5REC","NL",2025,14.6
"PC_GDP","S13","D5REC","PL",2008,8.3
"PC_GDP","S13","D5REC","PL",2009,7.1
"PC_GDP","S13","D5REC","PL",2010,6.7
"PC_GDP","S13","D5REC","PL",2011,6.7
"PC_GDP","S13","D5REC","PL",2012,7
"PC_GDP","S13","D5REC","PL",2013,6.8
"PC_GDP","S13","D5REC","PL",2014,6.8
"PC_GDP","S13","D5REC","PL",2015,6.9
"PC_GDP","S13","D5REC","PL",2016,7.1
"PC_GDP","S13","D5REC","PL",2017,7.3
"PC_GDP","S13","D5REC","PL",2018,7.7
"PC_GDP","S13","D5REC","PL",2019,7.8
